Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,Emory,99,ENSG00000117450,PRDX1,PRDX1 was identified as a potential driver protein based on protein coexpression analysis of the Banner cohort(s). PRDX1 has increased abundance in AD across the examined cohorts.,Antagonism predicted to reduce disease progression. ,"Discovery quantitative proteomics of FrCx 
WPCNA of multiple and consensus cohorts
ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Emory,100,ENSG00000155368,DBI,"DBI was identified as a potential driver protein based on protein coexpression analysis of the BLSA, ACT, Banner cohort(s). DBI has increased abundance in AD across the examined cohorts.",Antagonism predicted to reduce disease progression. ,"Discovery quantitative proteomics of FrCx 
WPCNA of multiple and consensus cohorts
ANOVA",syn17008058,"ACT, BLSA, Banner",Protein
AMP-AD,Duke,21,ENSG00000007047,MARK4,"AD atlas shows overlapping associations of AD (genome-wide significant) and several bile acids that are associated with AD endophenotypes, as well as associations with CSF tau levels. Population-based studies replicate the association with the bile acid glycodeoxycholate. This gene encodes a member of the microtubule affinity-regulating kinase family. These protein kinases phosphorylate microtubule-associated proteins and regulate the transition between stable and dynamic microtubules. The encoded protein is associated with the centrosome throughout mitosis and may be involved in cell cycle control.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,22,ENSG00000007372,PAX6,"AD atlas shows associations with the gut-produced bile acid DCA (deoxycholate) in ADNI that is associated with AD. This gene encodes a transcription factor with important functions in the development of the central nervous system. It is also associated with CSF Abeta levels in ADNI. It is highly expressed in brain and binds to the glucagon, insulin and somatostatin promoters.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,23,ENSG00000018189,RUFY3,"AD atlas shows associations with branched-chain amino acids valine and isoleucine that are associated with AD endophenotypes. This gene encodes a RPIP8, UNC-14, and NESCA domain-containing protein that is required for maintenance of neuronal polarity. Implicated in the formation of a single axon by developing neurons and may inhibit the formation of additional axons by inhibition of PI3K in minor neuronal processes. Has been associated with Parkinson's disease. ",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,24,ENSG00000021645,NRXN3,"AD atlas shows associations with PC aa C32:1 and other PCs that are associated with AD endophenotypes, as well as genetic associations with cognition and CSF pTau levels. This gene shows biased expression in brain and encodes a member of a family of proteins that function in the nervous system as receptors and cell adhesion molecules. Immunocytochemical and electrophysiological studies have shown that specific binding, across the synaptic cleft, of the ectodomains of presynaptic NRXNs and postsynaptic Neuroligins (NLGNs) have the potential to bidirectionally coordinate and trigger synapse formation. Moreover, in vivo studies as well as genome-wide association studies pointed out implication of NRXNs in the pathogenesis of cognitive disorders including autism spectrum disorders (ASDs) and different types of addictions including opioid and alcohol dependences, suggesting an important role in synaptic function. Maybe linked to AD-related genetic variation in PS1.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,25,ENSG00000029725,RABEP1,"AD atlas shows overlapping associations of AD (genome-wide significant) and PCs that are associated with AD endophenotypes, as well as associations with CSF p-tau levels. Population-based studies also show associations with lipids including PCs. Rab effector protein acting as linker between gamma-adaptin, RAB4A and RAB5A. Involved in endocytic membrane fusion and membrane trafficking of recycling endosomes. Involved in KCNH1 channels trafficking to and from the cell membrane. ",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,26,ENSG00000048392,RRM2B,"AD atlas shows associations with phosphatidylcholine PC ae C44:x-species, that are associated with AD endophenotypes, in both ADNI and healthy controls. TThis gene encodes the small subunit of a p53-inducible ribonucleotide reductase. This heterotetrameric enzyme catalyzes the conversion of ribonucleoside diphosphates to deoxyribonucleoside diphosphates. The product of this reaction is necessary for DNA synthesis. Mutations in this gene have been associated with autosomal recessive mitochondrial DNA depletion syndrome, autosomal dominant progressive external ophthalmoplegia-5, and mitochondrial neurogastrointestinal encephalopathy. Rare cases are described where mutations in this gene lead to emyelinating polyneuropathy.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,27,ENSG00000051382,PIK3CB,"AD atlas shows significant protein-protein interactions with other targets. The gene is associated with PCs that are associated with AD endophenotypes, as well as with sphingomyelins and lysoPC a C20:3. Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns (Phosphatidylinositol), PtdIns4P (Phosphatidylinositol 4-phosphate) and PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Involved in the activation of AKT1 upon stimulation by G-protein coupled receptors (GPCRs) ligands such as CXCL12, sphingosine 1-phosphate, and lysophosphatidic acid. Sphingosine-1-phosphate signaling has been implicated in AD, agonists are available.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,28,ENSG00000054690,PLEKHH1,"AD atlas shows associations with PC ae C32:1 and other PCs that are associated with AD endophenotypes, as well as genetic associations with cognition and imaging phenotypes. The gene is primarily expressed in brain. Metabolite associations with PCs are replicated in population-based cohorts. The locus has additionally been associated with Parkinson's disease.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,29,ENSG00000066279,ASPM,"AD atlas shows associations with PCs that are associated with AD endophenotypes, as well as with FDG-PET. This gene is the human ortholog of the Drosophila melanogaster 'abnormal spindle' gene (asp), which is essential for normal mitotic spindle function in embryonic neuroblasts. Studies in mouse also suggest a role of this gene in mitotic spindle regulation, with a preferential role in regulating neurogenesis. Mutations in this gene are associated with microcephaly primary type 5. It is regulated by FOXO1 which regulates energy homeostasis.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,30,ENSG00000072310,SREBF1,"AD atlas shows associations with threonine that is associated with endophenotypes of AD in males, as well as with cognitive function, CSF Abeta and tau, as well as brain volume changes and WMHI. The locus was further associated with resting heart rate and Parkinson's disease. The encoded protein is synthesized as a precursor that is initially attached to the nuclear membrane and endoplasmic reticulum. Following cleavage, the mature protein translocates to the nucleus and activates transcription. This cleaveage is inhibited by sterols. Regulates transcription of the LDL receptor gene as well as the fatty acid and to a lesser degree the cholesterol synthesis pathway. It is regulated by FOXO1 and follicle-stimulating hormone, and regulates expression of LPIN1 and, via this route, also of PPARGC1A.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,31,ENSG00000073921,PICALM,"AD atlas shows overlapping associations of AD (genome-wide significant) and valine and PCs that are associated with AD endophenotypes, as well as associations with several AD endophenotypes. Population-based studies also show associations with lipids and leucine, which like valine is a branched-chain amino acid. This gene encodes a clathrin assembly protein, which recruits clathrin and adaptor protein complex 2 (AP2) to cell membranes at sites of coated-pit formation and clathrin-vesicle assembly. The protein may be required to determine the amount of membrane to be recycled, possibly by regulating the size of the clathrin cage. The protein is involved in AP2-dependent clathrin-mediated endocytosis at the neuromuscular junction. ",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,32,ENSG00000080371,RAB21,"AD atlas shows associations with both cognition (ADAS-Cog 13) and phosphatidylcholine PC ae C44:x species, that are associated with AD endophenotypes. The encoded protein regulates integrin internalization and recycling, but does not influence the traffic of endosomally translocated receptors in general. As a result, may regulate cell adhesion and migration. During the mitosis of adherent cells, controls the endosomal trafficking of integrins which is required for the successful completion of cytokinesis. Involved in neurite growth.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,33,ENSG00000081189,MEF2C,"AD atlas shows associations with branched-chain amino acids valine and isoleucine that are associated with AD endophenotypes. This gene is associated with AD (IGAP), highly expressed in brain and encodes a protein that, inter alia, plays an essential role in hippocampal-dependent learning and memory by suppressing the number of excitatory synapses and thus regulating basal and evoked synaptic transmission. Crucial for normal neuronal development, distribution, and electrical activity in the neocortex.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,34,ENSG00000087237,CETP,"AD atlas shows associations with PC ae C32:1 and other PCs that are associated with AD endophenotypes. The encoded protein is involved in the transfer of neutral lipids, including cholesteryl ester and triglyceride, among lipoprotein particles. Allows the net movement of cholesteryl ester from high density lipoproteins/HDL to triglyceride-rich very low density lipoproteins/VLDL, and the equimolar transport of triglyceride from VLDL to HDL. Regulates the reverse cholesterol transport, by which excess cholesterol is removed from peripheral tissues and returned to the liver for elimination",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,35,ENSG00000102466,FGF14,"AD atlas shows associations with secondary, gut-derived bile acids that are associated with AD and weakly with CSF p-tau levels in ADNI. The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. This protein is probably involved in nervous system development and function. A mutation in this gene is associated with autosomal dominant cerebral ataxia. Involvement in AD has been suggested by genetic studies.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,36,ENSG00000109576,AADAT,"AD atlas shows associations with acylcarnitines that are associated with AD endophenotypes. This gene encodes a protein that is highly similar to mouse and rat kynurenine aminotransferase II. The rat protein is a homodimer with two transaminase activities. One activity is the transamination of alpha-aminoadipic acid, a final step in the saccaropine pathway which is the major pathway for L-lysine catabolism. The other activity involves the transamination of kynurenine to produce kynurenine acid, the precursor of kynurenic acid which has neuroprotective properties.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,37,ENSG00000112232,KHDRBS2,AD atlas shows associations with primary bile acids that are associated with AD in ADNI. This gene is expressed in brain and encodes a RNA-binding protein that plays a role in the regulation of alternative splicing and influences mRNA splice site selection and exon inclusion. The gene has been linked to AD in a genome-wide analysis of genetic interactions.,Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,38,ENSG00000116133,DHCR24,"AD atlas shows associations with the gut-produced bile acid DCA (deoxycholate) that is associated with AD endophenotypes, as well as with hippocampal volume. This gene encodes a flavin adenine dinucleotide (FAD)-dependent oxidoreductase which catalyzes the reduction of the delta-24 double bond of sterol intermediates during cholesterol biosynthesis. The protein contains a leader sequence that directs it to the endoplasmic reticulum membrane. Missense mutations in this gene have been associated with desmosterolosis. Also, reduced expression of the gene occurs in the temporal cortex of Alzheimer disease patients (not seen in AMP-AD samples). Protects cells from oxidative stress by reducing caspase 3 activity during apoptosis induced by oxidative stress. Also protects against amyloid-beta peptide-induced apoptosis.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,39,ENSG00000116833,NR5A2,"AD atlas shows associations with the gut-produced bile acid DCA (deoxycholate), threonine and PCs that are associated with AD endophenotypes, as well as with FDG-PET and WMHI. Nuclear receptor that acts as a key metabolic sensor by regulating the expression of genes involved in bile acid synthesis, cholesterol homeostasis and triglyceride synthesis. Together with the oxysterol receptors NR1H3/LXR-alpha and NR1H2/LXR-beta, acts as an essential transcriptional regulator of lipid metabolism. Plays an anti-inflammatory role during the hepatic acute phase response by acting as a corepressor. Key regulator of cholesterol 7-alpha-hydroxylase gene (CYP7A) expression in liver. The locus is pleitropic and associated with several chronic inflammatory diseases.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,40,ENSG00000120885,CLU,"AD atlas shows overlapping associations of AD (genome-wide significant) and acylcarnitines and sphingomyelins that are associated with AD endophenotypes, as well as associations with several AD endophenotypes. The protein encoded by this gene is a secreted chaperone that can under some stress conditions also be found in the cell cytosol. It has been suggested to be involved in several basic biological events such as cell death, tumor progression, and neurodegenerative disorders. Interaction analysis shows that CLU interacts with sphingomyelins in its effect on Abeta pathology in the CSF.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,41,ENSG00000121879,PIK3CA,"AD atlas shows significant protein-protein interactions with other targets. The gene is associated with PCs and bile acids that are associated with AD endophenotypes, as well as amyloid imaging. Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns (Phosphatidylinositol), PtdIns4P (Phosphatidylinositol 4-phosphate) and PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Participates in cellular signaling in response to various growth factors. Involved in the activation of AKT1 upon stimulation by receptor tyrosine kinases ligands such as EGF, insulin, IGF1, VEGFA and PDGF. Involved in signaling via insulin-receptor substrate (IRS) proteins. Essential in endothelial cell migration during vascular development through VEGFA signaling, possibly by regulating RhoA activity. Required for lymphatic vasculature development, possibly by binding to RAS and by activation by EGF and FGF2, but not by PDGF. Plays a role in the positive regulation of phagocytosis.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,42,ENSG00000122873,CISD1,"AD atlas shows associations with secondary, gut-derived bile acids that are associated with AD and with CSF p-tau levels in ADNI. This gene encodes  a protein with a CDGSH iron-sulfur domain and has been shown to bind a redox-active [2Fe-2S] cluster. The encoded protein has been localized to the outer membrane of mitochondria and is thought to play a role in regulation of oxidation that regulates bioenergetics in cells. The protein has emerged as the mitochondrial target of thiazolidinedione drugs such as the antidiabetic pioglitazone, and its ligands are hypothesized to have beneficial effects in neurodegeneration.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,43,ENSG00000128512,DOCK4,"AD atlas shows associations with branched-chain amino acids valine and isoleucine that are associated with AD endophenotypes. This gene is highly expressed in brain and a member of the dedicator of cytokinesis (DOCK) family and encodes a protein with a DHR-1 (CZH-1) domain, a DHR-2 (CZH-2) domain and an SH3 domain. This membrane-associated, cytoplasmic protein functions as a guanine nucleotide exchange factor and is involved in regulation of adherens junctions between cells. DOCK4 regulates dendritic development in hippocampal neurons.",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,44,ENSG00000130201,EXOC3L2,"AD atlas shows overlapping associations of AD (genome-wide significant) and several bile acids that are associated with AD endophenotypes, as well as associations with CSF tau levels. Population-based studies replicate the association with the bile acid glycodeoxycholate. The protein encoded by this gene is upregulated by vascular endothelial growth factor A and interacts with exocyst complex component 4. The encoded protein may be part of an exocyst complex that plays a role in cell membrane dynamics.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,45,ENSG00000130208,APOC1,"AD atlas shows overlapping associations of AD (genome-wide significant) and acylcarnitines and sphingomyelins that are associated with AD endophenotypes, as well as associations with several AD endophenotypes. The protein encoded by this gene is an inhibitor of lipoprotein binding to the low density lipoprotein (LDL) receptor, LDL receptor-related protein, and very low density lipoprotein (VLDL) receptor. Associates with high density lipoproteins (HDL) and the triacylglycerol-rich lipoproteins in the plasma and makes up about 10% of the protein of the VLDL and 2% of that of HDL. Appears to interfere directly with fatty acid uptake and is also the major plasma inhibitor of cholesteryl ester transfer protein (CETP), which is another of our targets. Binds free fatty acids and reduces their intracellular esterification. Modulates the interaction of APOE with beta-migrating VLDL and inhibits binding of beta-VLDL to the LDL receptor-related protein. Interaction analysis shows interaction effects between sphingomyelins and plasma APOC1 levels influencing Abeta levels in CSF.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,46,ENSG00000134313,KIDINS220,"AD atlas shows associations with acylcarnitines that are associated with AD endophenotypes, as well as cognition and CSF tau and p-tau levels. This gene encodes a transmembrane protein that is preferentially expressed in the nervous system where it controls neuronal cell survival, differentiation into exons and dendrites, and synaptic plasticity. Aberrant expression of this gene is associated with the onset of various neuropsychiatric disorders and neurodegenerative diseases, including AD. May play an important role in regulating postsynaptic signal transduction through the syntrophin-mediated localization of receptor tyrosine kinases such as EPHA4. In cooperation with SNTA1 can enhance EPHA4-induced JAK/STAT activation. Plays a role in nerve growth factor (NGF)-induced recruitment of RAPGEF2 to late endosomes and neurite outgrowth. May play a role in neurotrophin- and ephrin-mediated neuronal outgrowth and in axon guidance during neural development and in neuronal regeneration. Kidins220 levels are increased in human brain necropsies from Alzheimer's disease patients. Kidins220 localizes within hyperphosphorylated tau aggregates, and is a substrate for GSK3beta.",Antagonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,47,ENSG00000134824,FADS2,"AD atlas shows associations with many PCs that are associated with AD endophenotypes. The protein encoded by this gene is expressed in brain and a member of the fatty acid desaturase (FADS) gene family. Desaturase enzymes regulate unsaturation of fatty acids through the introduction of double bonds between defined carbons of the fatty acyl chain. This locus has also been associated with bipolar disorder, as well as different white blood cell counts.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,48,ENSG00000135929,CYP27A1,"AD atlas shows associations with several bile acids that are associated with AD endophenotypes. This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This mitochondrial protein oxidizes cholesterol intermediates as part of the bile synthesis pathway. Since the conversion of cholesterol to bile acids is the major route for removing cholesterol from the body, this protein is important for overall cholesterol homeostasis. May contribute to disturbed oxysterol levels which are hypothesized to influence AD progression and to amplify neuroinflammation.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,49,ENSG00000136546,SCN7A,"AD atlas shows associations with PC aa C32:1 and other PCs that are associated with AD endophenotypes. This gene encodes one of the many voltage-gated sodium channel proteins. For proper functioning of neurons and muscles during action potentials, voltage-gated sodium channels direct sodium ion diffusion for membrane depolarization.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,50,ENSG00000136717,BIN1,"AD atlas shows overlapping associations of AD (genome-wide significant) and PCs that are associated with AD endophenotypes, as well as associations with brain atrophy and FDG-PET. This gene encodes several isoforms of a nucleocytoplasmic adaptor protein, one of which was initially identified as a MYC-interacting protein with features of a tumor suppressor. Isoforms that are expressed in the central nervous system may be involved in synaptic vesicle endocytosis and may interact with dynamin, synaptojanin, endophilin, and clathrin. Studies in mouse suggest that this gene plays an important role in cardiac muscle development.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,51,ENSG00000137869,CYP19A1,"AD atlas shows associations with CSF Abeta and tau biomarkers of AD, that coincide with associations with estradiol and follicle-stimulating hormone in large GWAS. This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. It is an upstream regulator of FOXO1 that regulates energy metabolism and may contribute to sex-specific differences in metabolic effects on AD endophenotypes.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,52,ENSG00000140853,NLRC5,AD atlas shows associations with PC ae C32:1 and other PCs that are associated with AD endophenotypes. This gene encodes a member of the caspase recruitment domain-containing NLR family. This gene plays a role in cytokine response and antiviral immunity through its inhibition of NF-kappa-B activation and negative regulation of type I interferon signaling pathways. This locus has also been associated with schizophrenia.,Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,53,ENSG00000142208,AKT1,"AD atlas shows significant protein-protein interactions with other targets. GWAS data on variants predicted to regulate gene expression shows associations with HDL cholesterol, while in ADNI we see weak associations to bile acids. May thus be linked to cholesterol clearance. The serine-threonine protein kinase encoded by the AKT1 gene is expressed in brain and activated by platelet-derived growth factor. The activation is rapid and specific, and it is abrogated by mutations in the pleckstrin homology domain of AKT1. It was shown that the activation occurs through phosphatidylinositol 3-kinase. In the developing nervous system AKT is a critical mediator of growth factor-induced neuronal survival. Survival factors can suppress apoptosis in a transcription-independent manner by activating the serine/threonine kinase AKT1, which then phosphorylates and inactivates components of the apoptotic machinery. ",Agonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,54,ENSG00000144354,CDCA7,AD atlas shows associations with primary bile acids in ADNI that are associated with AD. This gene encodes a protein that participates in MYC-mediated cell apoptosis. It is expressed in the brain and has been shown to be repressed by Pax6 in mice. Human PAX6 is also associated with bile acids and CSF Abeta levels in ADNI and encodes a homeobox and paired domain-containing protein the activity of which is key in the development of neural tissues.,Antagonism predicted to reduce disease progression.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
AMP-AD,Duke,55,ENSG00000145147,SLIT2,"AD atlas shows significant protein-protein interactions with other targets. The gene is associated with lipids, including sphingomyelins and bile acids, as well as with proline that are associated with AD endophenotypes. GWAS data shows associations with stroke (in ADNI, the locus is associated with WMHI) and echocardiographic traits. This gene encodes a member of the slit family of secreted glycoproteins, which are ligands for the Robo family of immunoglobulin receptors. Slit proteins play highly conserved roles in axon guidance and neuronal migration and may also have functions during other cell migration processes including leukocyte migration. During neural development involved in axonal navigation at the ventral midline of the neural tube and projection of axons to different regions. SLIT1 and SLIT2 seem to be essential for midline guidance in the forebrain by acting as repulsive signal preventing inappropriate midline crossing by axons projecting from the olfactory bulb. In spinal chord development may play a role in guiding commissural axons once they reached the floor plate by modulating the response to netrin. In vitro, silences the attractive effect of NTN1 but not its growth-stimulatory effect and silencing requires the formation of a ROBO1-DCC complex. May be implicated in spinal chord midline post-crossing axon repulsion. In vitro, only commissural axons that crossed the midline responded to SLIT2. In the developing visual system appears to function as repellent for retinal ganglion axons by providing a repulsion that directs these axons along their appropriate paths prior to, and after passage through, the optic chiasm. In vitro, collapses and repels retinal ganglion cell growth cones. Seems to play a role in branching and arborization of CNS sensory axons, and in neuronal cell migration. In vitro, Slit homolog 2 protein N-product, but not Slit homolog 2 protein C-product, repels olfactory bulb (OB) but not dorsal root ganglia (DRG) axons, induces OB growth cones collapse and induces branching of DRG axons. Seems to be involved in regulating leukocyte migration.",Unknown.,"Metabolic pathway association analysis (by partial correlations and mining of metabolic knowledgebases), coupled with metabolite GWAS analyses, mining of eQTL, PPI, and protein databases, as well as manual textmining",syn17008060,ADNI,"Genetics, Metabolome"
